postTitle,postDescription,text,likesCount,facebookUrl,clean_text
,,Pourquoi votre connectivité a mbacké a chuté de façon drastique.on arrive plus à avoir une connexion stable.maintenant je suis obligé d' acheter un pass orange pour me connecter,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,pourquoi connectivit a mback a chut faon drastiqueon arrive plus avoir connexion stablemaintenant oblig acheter pas orange connecter
,,J'ai vu que vous alliez ouvrir une succursale à mbour je cherche du travail j'ai déjà envoyé mon CV sur votre site,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,jai vu alliez ouvrir succursale mbour cherche travail jai dj envoy cv site
,,On dirait que pas de réduction pour un mois,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,dirait rduction mois
,,Réseau 4 g amoul kedougou règlelent lolou,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,rseau g amoul kedougou rglelent lolou
,,50 pour sans,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,sans
,,Mane sama deal bi nieweutoul depuis 1 mois à chaque fois soumalen wower nguen nima dinako régler patienter chaque lolou nguen may wakh,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,mane sama deal bi nieweutoul depuis mois chaque fois soumalen wower nguen nima dinako rgler patienter chaque lolou nguen may wakh
,,Réseau zéro,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,rseau zro
,,Vous avez un problème de réseau,1,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,problme rseau
,,Expliquez moi pourquoi je ne vois pas les sms cités sur mon forfait,0,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,expliquez pourquoi vois sm cits forfait
,,Dolénma expliquer pourquoi dieund simple connexion ngay fay 5000f pour 30g té boy dieund buur 3000f dangay am 30g 300minutes ak 100sms louy li gayine,1,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,dolnma expliquer pourquoi dieund simple connexion ngay fay f g boy dieund buur f dangay am g minute ak sm louy li gayine
,,Defar lén sen réseaux bi cote mbao bi guis na fa niou fa rothie séni puise de ndakh bo woté dou dem connexion bi tamit demoul da da da ba nia dem,0,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,defar ln sen rseaux bi cote mbao bi gui na fa niou fa rothie sni puise ndakh bo wot dou dem connexion bi tamit demoul da da da ba nia dem
,,C'est le téléphone,1,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cest tlphone
,,"Écho qui répète tout ceux que vous dite
Expresso Sénégal",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cho rpte tout ceux dite expresso sngal
,,Téléphone,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,tlphone
,,"C'est l'écho. Il ne possède ni bouche ni œil, mais il répète ce qu'il a entendu.",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cest lcho possde ni bouche ni rpte quil a entendu
,,C'est un écho,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cest cho
,,Écho,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cho
,,Écho de téléphone,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cho tlphone
,,Téléphone portable,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,tlphone portable
,,"Il reste 24h (1jour)  pour acheter l'action à ce prix, devenez actionnaire ci entreprise bii di Dioko qui est une entreprise 100% sénégalaise, svp ne restez pas seulement un simple consommateur comme  vous l'avez fait avec ( orange et wave ) Dioko 1 action= 5000 frs CFA aujourd'hui et  à pratir de 00h00 l'action coûtera 10000 frs CFA  donc profitez-en dés maintenant bala opportunité bi di weesu bul xeeb Li Nga Fa man a am avenir tay la ñu koy liggéey ngir man a nopplu ëllëg à bon entendeur. 

Bu la yittélee man Nga jokk ma teg la ci yoon ndeem soob na Yàlla 

Si ça vous intéresse vous pouvez me contacter directement Inch'Allah jaangeenjëf

Le lien vers la plateforme : https://actionnaire.diokoclient.com/

Contact WhatsApp : +221705182963",0,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,reste h jour acheter laction prix devenez actionnaire ci entreprise bii di dioko entreprise sngalaise svp restez seulement simple consommateur comme lavez fait orange wave dioko action fr cfa aujourdhui pratir h laction cotera fr cfa donc profitezen d maintenant bala opportunit bi di weesu bul xeeb li nga fa man a am avenir tay u koy liggey ngir man a nopplu llg bon entendeur bu yittlee man nga jokk teg ci yoon ndeem soob na ylla si a intresse pouvez contacter directement inchallah jaangeenjf lien vers plateforme contact whatsapp
,,"Ayway xolatt lenn sen réseau bi ici a Diogo, c'est trop faible même appel sakh pour nga deff ko problème la, beugouma dem thi yeneinn operateur yi mais là mom je me sens obligé",0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,ayway xolatt lenn sen rseau bi ici a diogo cest trop faible mme appel sakh nga deff ko problme beugouma dem thi yeneinn operateur yi mom sen oblig
,,Bonjour expresso mes données mobiles ne s'affichent pas pourtant j'ai 3000go,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,bonjour expresso donne mobile saffichent pourtant jai go
,,Expresso SenegalBonsoir j'aimerais savoir combien de Go compte le forfait lebalma net 700 24h?,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,expresso senegalbonsoir jaimerais savoir combien go compte forfait lebalma net h
,,"Non seulement je ne vous parle pas de la mauvaise qualité de la connexion internet mais aussi d' une tarification abusive des forfaits , je n' arrive toujours pas à comprendre un forfait de 30g acheté le 25 Août et aujourd'hui on est le 6 je consulte et biimmmm #00G en moins de 12 jours pour un forfait de 30 jours. C'est purement de l' #arnaque . Vous faites pire que la concurrence Expresso Senegal . Je vous déconseille fortement ces forfaits franchement",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,non seulement parle mauvaise qualit connexion internet aussi tarification abusive forfaits arrive toujours comprendre forfait g achet aot aujourdhui consulte biimmmm moins jours forfait jours cest purement faites pire concurrence expresso senegal dconseille fortement forfaits franchement
,,"L’écho.
Il n’a ni bouche ni yeux, mais il répète tous les sons qu’il “entend”.",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,lcho na ni bouche ni yeux rpte tous son quil entend
,,"Bitcoin=51 bar gold #onepiece #bitcoin
Fer=ethureum #pylone #pilone
#Corona_Virus #var #T1T2 #cc #thg #business #19ck #09ck #kyste 
Ckyste -19ck laser crypto pour me suivre au palais de la République du Sénégal 
#cc by-sa 5.0 #dil #var #franklin #euro #CEO 
Thg #electricity #reseauxsociauxentreprise 
Deal échange vente 
Kyste19 construction #construction",0,https://web.facebook.com/photo?fbid=1285874596914243&set=a.454658450035866&locale=fr_FR,bitcoin bar gold ferethureum ckyste ck laser crypto suivre palais rpublique sngal bysa thg deal change vente kyste construction
"Faire vos achats en ligne (Amazon, SHEIN…), payer votre abonnement (Netflix, Spotify…) ainsi qu’accéder à plusieurs jeux SANS carte bancaire, c’est possible avec le Store 70 !Wawaw Expresso mo leen...",,Meilleur,0,https://web.facebook.com/Expresso221/videos/1741479723399910?locale=fr_FR,meilleur
,,Bonjour je viens me plaindre des nombreux messages que vous m’envoyez surtout les messages flash. Ces messages m’interrompent à tout moment lorsque j’utilise mon téléphone. Cet excès de messages dépasse le cadre publicitaire à la limite je le considère comme une forme d’harcèlement. Le pire est que je n’arrive pas à joindre le service clients pour m’en plaindre. La seule solution qui s’offre à mes yeux est de me désabonner d’Expresso afin de pouvoir manipuler mon téléphone comme je l’entends et d’en jouir pleinement. Vos messages me pourrissent vraiment la vie. Plainte d’un fidèle client d’Expresso,0,https://web.facebook.com/photo/?fbid=1232321648936205&set=a.454658450035866&locale=fr_FR,bonjour viens plaindre nombreux message menvoyez surtout message flash message minterrompent tout moment lorsque jutilise tlphone cet excs message dpasse cadre publicitaire limite considre comme forme dharclement pire narrive joindre service client men plaindre seule solution soffre yeux dsabonner dexpresso afin pouvoir manipuler tlphone comme lentends den jouir pleinement message pourrissent vraiment vie plainte dun fidle client dexpresso
,,Avec expresso c'est nickel,0,https://web.facebook.com/photo/?fbid=1232321648936205&set=a.454658450035866&locale=fr_FR,expresso cest nickel
