postTitle,postDescription,text,likesCount,facebookUrl,clean_text,sentiment_textblob,score_textblob,sentiment_bert,score_bert,modeles_accord
,,Ou en êtes avec les wifi,0,https://web.facebook.com/photo/?fbid=1248150300686673&set=a.454658450035866&locale=fr_FR,wifi,Neutre,0.0,Positif,0.3128,False
,,Votre réseau est de très très très mauvaise qualité ds le fouta et on est tous obligé de retirer nos puces,0,https://web.facebook.com/photo/?fbid=1248150300686673&set=a.454658450035866&locale=fr_FR,rseau trs trs trs mauvaise qualit d fouta tous oblig retirer puce,Neutre,0.0,Négatif,0.9322,False
,,Expresso Senegal Bjr le réseau est mauvais ce matin à Diamniadio,0,https://web.facebook.com/photo/?fbid=1248150300686673&set=a.454658450035866&locale=fr_FR,expresso senegal bjr rseau mauvais matin diamniadio,Neutre,0.0,Négatif,0.7262,False
,,"J'ai essayé ce que vous avez dit 2#PRENOM#NOM#NUMERO DE CARTE D'IDENTITE.
Ensuite on me dit d'aller vers une agence proche. Si vous ne pouvez pas m'identifier à distance alors désolée et by by.",0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,jai essay dit carte didentite ensuite dit daller vers agence proche si pouvez midentifier distance alors dsole by by,Neutre,0.0,Négatif,0.4625,False
,,"Vous pouvez svp
Pus bou amoul réseau mom",1,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,pouvez svp pu bou amoul rseau mom,Neutre,0.0,Neutre,0.2421,True
,,Bonjour comment savoir si sa sim est identifié j ai ma puce depuis 2000,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,bonjour comment savoir si sim identifi puce depuis,Neutre,0.0,Neutre,0.2585,True
,,Il faut régler le réseau,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,faut rgler rseau,Neutre,0.0,Neutre,0.4881,True
,,Mane dé biss bou ngén daggué sama numéro ma changer opérateur,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,mane biss bou ngn daggu sama numro changer oprateur,Neutre,0.0,Neutre,0.3118,True
,,Ndieuké lene sama numéro sani nako bou yag amo lene réseau Bonne nouvelle la Sene puch amoul ndiarigne,0,https://web.facebook.com/photo/?fbid=1273686608133042&set=a.454658450035866&locale=fr_FR,ndieuk lene sama numro sani nako bou yag amo lene rseau bonne nouvelle sene puch amoul ndiarigne,Neutre,0.0,Neutre,0.306,True
,,Thillé Boubacar plus précisément Départementale de Podor amoul réseau Expresso,1,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,thill boubacar plus prcisment dpartementale podor amoul rseau expresso,Neutre,0.0,Neutre,0.2402,True
,,Amo lene réseau mo takh 1 ans utiliser ma expresso,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,amo lene rseau mo takh an utiliser expresso,Neutre,0.0,Positif,0.3301,False
,,Vous êtes les meilleurs,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,meilleurs,Neutre,0.0,Positif,0.8388,False
,,Appelle et sms ne passe pas pourquoi,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,appelle sm passe pourquoi,Neutre,0.0,Négatif,0.5604,False
,,Réseau bi bakhoul dra à kedougou 3g mofi am,0,https://web.facebook.com/photo/?fbid=1241442098024160&set=a.454658450035866&locale=fr_FR,rseau bi bakhoul dra kedougou g mofi am,Neutre,0.0,Positif,0.3394,False
,,13GO en moins d’une semaine thi Facebook ak WhatsApp kasé d’accord.‍♂️,0,https://web.facebook.com/photo/?fbid=1241442098024160&set=a.454658450035866&locale=fr_FR,go moins dune semaine thi facebook ak whatsapp ka daccord,Neutre,0.0,Négatif,0.5587,False
,,Comment emprunter du crédit,0,https://web.facebook.com/photo/?fbid=1241442098024160&set=a.454658450035866&locale=fr_FR,comment emprunter crdit,Neutre,0.0,Positif,0.4729,False
,,Réduction _50% 1300 7j,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,rduction,Neutre,0.0,Positif,0.513,False
,,Wi même le réseau a matam est catastrophique maintenant.,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,wi mme rseau a matam catastrophique maintenant,Neutre,0.0,Négatif,0.7335,False
,,Pourquoi votre connectivité a mbacké a chuté de façon drastique.on arrive plus à avoir une connexion stable.maintenant je suis obligé d' acheter un pass orange pour me connecter,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,pourquoi connectivit a mback a chut faon drastiqueon arrive plus avoir connexion stablemaintenant oblig acheter pas orange connecter,Neutre,0.0,Négatif,0.4717,False
,,J'ai vu que vous alliez ouvrir une succursale à mbour je cherche du travail j'ai déjà envoyé mon CV sur votre site,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,jai vu alliez ouvrir succursale mbour cherche travail jai dj envoy cv site,Neutre,0.0,Neutre,0.2458,True
,,On dirait que pas de réduction pour un mois,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,dirait rduction mois,Neutre,0.0,Négatif,0.3783,False
,,Réseau 4 g amoul kedougou règlelent lolou,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,rseau g amoul kedougou rglelent lolou,Neutre,0.0,Négatif,0.3323,False
,,50 pour sans,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,sans,Neutre,0.0,Neutre,0.2914,True
,,Mane sama deal bi nieweutoul depuis 1 mois à chaque fois soumalen wower nguen nima dinako régler patienter chaque lolou nguen may wakh,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,mane sama deal bi nieweutoul depuis mois chaque fois soumalen wower nguen nima dinako rgler patienter chaque lolou nguen may wakh,Neutre,0.0,Négatif,0.4251,False
,,Réseau zéro,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,rseau zro,Neutre,0.0,Négatif,0.7117,False
,,Vous avez un problème de réseau,1,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,problme rseau,Neutre,0.0,Neutre,0.2579,True
,,Expliquez moi pourquoi je ne vois pas les sms cités sur mon forfait,0,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,expliquez pourquoi vois sm cits forfait,Neutre,0.0,Positif,0.2893,False
,,Dolénma expliquer pourquoi dieund simple connexion ngay fay 5000f pour 30g té boy dieund buur 3000f dangay am 30g 300minutes ak 100sms louy li gayine,1,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,dolnma expliquer pourquoi dieund simple connexion ngay fay f g boy dieund buur f dangay am g minute ak sm louy li gayine,Neutre,0.0,Négatif,0.4358,False
,,Defar lén sen réseaux bi cote mbao bi guis na fa niou fa rothie séni puise de ndakh bo woté dou dem connexion bi tamit demoul da da da ba nia dem,0,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,defar ln sen rseaux bi cote mbao bi gui na fa niou fa rothie sni puise ndakh bo wot dou dem connexion bi tamit demoul da da da ba nia dem,Neutre,0.0,Négatif,0.4211,False
,,C'est le téléphone,1,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cest tlphone,Neutre,0.0,Positif,0.4834,False
,,"Écho qui répète tout ceux que vous dite
Expresso Sénégal",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cho rpte tout ceux dite expresso sngal,Neutre,0.0,Positif,0.4375,False
,,Téléphone,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,tlphone,Neutre,0.0,Positif,0.2976,False
,,"C'est l'écho. Il ne possède ni bouche ni œil, mais il répète ce qu'il a entendu.",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cest lcho possde ni bouche ni rpte quil a entendu,Neutre,0.0,Neutre,0.3669,True
,,C'est un écho,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cest cho,Neutre,0.0,Négatif,0.4666,False
,,Écho,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cho,Neutre,0.0,Neutre,0.2316,True
,,Écho de téléphone,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,cho tlphone,Neutre,0.0,Positif,0.3072,False
,,Téléphone portable,0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,tlphone portable,Neutre,0.0,Positif,0.3595,False
,,"Il reste 24h (1jour)  pour acheter l'action à ce prix, devenez actionnaire ci entreprise bii di Dioko qui est une entreprise 100% sénégalaise, svp ne restez pas seulement un simple consommateur comme  vous l'avez fait avec ( orange et wave ) Dioko 1 action= 5000 frs CFA aujourd'hui et  à pratir de 00h00 l'action coûtera 10000 frs CFA  donc profitez-en dés maintenant bala opportunité bi di weesu bul xeeb Li Nga Fa man a am avenir tay la ñu koy liggéey ngir man a nopplu ëllëg à bon entendeur. 

Bu la yittélee man Nga jokk ma teg la ci yoon ndeem soob na Yàlla 

Si ça vous intéresse vous pouvez me contacter directement Inch'Allah jaangeenjëf

Le lien vers la plateforme : https://actionnaire.diokoclient.com/

Contact WhatsApp : +221705182963",0,https://web.facebook.com/photo/?fbid=1232531868915183&set=a.454658450035866&locale=fr_FR,reste h jour acheter laction prix devenez actionnaire ci entreprise bii di dioko entreprise sngalaise svp restez seulement simple consommateur comme lavez fait orange wave dioko action fr cfa aujourdhui pratir h laction cotera fr cfa donc profitezen d maintenant bala opportunit bi di weesu bul xeeb li nga fa man a am avenir tay u koy liggey ngir man a nopplu llg bon entendeur bu yittlee man nga jokk teg ci yoon ndeem soob na ylla si a intresse pouvez contacter directement inchallah jaangeenjf lien vers plateforme contact whatsapp,Neutre,0.075,Négatif,0.4192,False
,,"Ayway xolatt lenn sen réseau bi ici a Diogo, c'est trop faible même appel sakh pour nga deff ko problème la, beugouma dem thi yeneinn operateur yi mais là mom je me sens obligé",0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,ayway xolatt lenn sen rseau bi ici a diogo cest trop faible mme appel sakh nga deff ko problme beugouma dem thi yeneinn operateur yi mom sen oblig,Neutre,0.0,Négatif,0.4114,False
,,Bonjour expresso mes données mobiles ne s'affichent pas pourtant j'ai 3000go,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,bonjour expresso donne mobile saffichent pourtant jai go,Neutre,0.0,Négatif,0.4863,False
,,Expresso SenegalBonsoir j'aimerais savoir combien de Go compte le forfait lebalma net 700 24h?,0,https://web.facebook.com/photo/?fbid=1265871108914592&set=a.454658450035866&locale=fr_FR,expresso senegalbonsoir jaimerais savoir combien go compte forfait lebalma net h,Neutre,0.0,Neutre,0.2707,True
,,"Non seulement je ne vous parle pas de la mauvaise qualité de la connexion internet mais aussi d' une tarification abusive des forfaits , je n' arrive toujours pas à comprendre un forfait de 30g acheté le 25 Août et aujourd'hui on est le 6 je consulte et biimmmm #00G en moins de 12 jours pour un forfait de 30 jours. C'est purement de l' #arnaque . Vous faites pire que la concurrence Expresso Senegal . Je vous déconseille fortement ces forfaits franchement",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,non seulement parle mauvaise qualit connexion internet aussi tarification abusive forfaits arrive toujours comprendre forfait g achet aot aujourdhui consulte biimmmm moins jours forfait jours cest purement faites pire concurrence expresso senegal dconseille fortement forfaits franchement,Neutre,0.0,Négatif,0.9584,False
,,"L’écho.
Il n’a ni bouche ni yeux, mais il répète tous les sons qu’il “entend”.",0,https://web.facebook.com/photo/?fbid=1228757622625941&set=a.454658450035866&locale=fr_FR,lcho na ni bouche ni yeux rpte tous son quil entend,Neutre,0.0,Neutre,0.2566,True
,,"Bitcoin=51 bar gold #onepiece #bitcoin
Fer=ethureum #pylone #pilone
#Corona_Virus #var #T1T2 #cc #thg #business #19ck #09ck #kyste 
Ckyste -19ck laser crypto pour me suivre au palais de la République du Sénégal 
#cc by-sa 5.0 #dil #var #franklin #euro #CEO 
Thg #electricity #reseauxsociauxentreprise 
Deal échange vente 
Kyste19 construction #construction",0,https://web.facebook.com/photo?fbid=1285874596914243&set=a.454658450035866&locale=fr_FR,bitcoin bar gold ferethureum ckyste ck laser crypto suivre palais rpublique sngal bysa thg deal change vente kyste construction,Neutre,0.0,Négatif,0.3681,False
"Faire vos achats en ligne (Amazon, SHEIN…), payer votre abonnement (Netflix, Spotify…) ainsi qu’accéder à plusieurs jeux SANS carte bancaire, c’est possible avec le Store 70 !Wawaw Expresso mo leen...",,Meilleur,0,https://web.facebook.com/Expresso221/videos/1741479723399910?locale=fr_FR,meilleur,Neutre,0.0,Positif,0.7571,False
,,Bonjour je viens me plaindre des nombreux messages que vous m’envoyez surtout les messages flash. Ces messages m’interrompent à tout moment lorsque j’utilise mon téléphone. Cet excès de messages dépasse le cadre publicitaire à la limite je le considère comme une forme d’harcèlement. Le pire est que je n’arrive pas à joindre le service clients pour m’en plaindre. La seule solution qui s’offre à mes yeux est de me désabonner d’Expresso afin de pouvoir manipuler mon téléphone comme je l’entends et d’en jouir pleinement. Vos messages me pourrissent vraiment la vie. Plainte d’un fidèle client d’Expresso,0,https://web.facebook.com/photo/?fbid=1232321648936205&set=a.454658450035866&locale=fr_FR,bonjour viens plaindre nombreux message menvoyez surtout message flash message minterrompent tout moment lorsque jutilise tlphone cet excs message dpasse cadre publicitaire limite considre comme forme dharclement pire narrive joindre service client men plaindre seule solution soffre yeux dsabonner dexpresso afin pouvoir manipuler tlphone comme lentends den jouir pleinement message pourrissent vraiment vie plainte dun fidle client dexpresso,Neutre,0.0,Négatif,0.7029,False
,,Avec expresso c'est nickel,0,https://web.facebook.com/photo/?fbid=1232321648936205&set=a.454658450035866&locale=fr_FR,expresso cest nickel,Neutre,0.0,Positif,0.602,False
